"Story","Title","Result","Date","Stability","Duration (s)"
"como usuario de FutCol con rol de administrado quiero crear una sede","Verificar la autenticacion exitosa en la pagina de FutCol","PENDING","2025-11-04T19:13:32.6742832-05:00[America/Bogota]","0.0","5.22"
"como usuario de FutCol con rol de administrador quiero crear una sede","Crear una sede","PENDING","2025-11-04T19:52:23.8594419-05:00[America/Bogota]","0.0","0.2"
